information,source_file_name,page_number
"890 Numerical Listing of DSM-5 Diagnoses and Codes (ICD-10-CM)
F50.8 Binge-eating disorder
F50.8 Other specified feeding or eating disorder
F50.8 Pica, in adults
F50.9 Unspecified feeding or eating disorder
F51.01 Insomnia disorder
F51.11 Hypersomno lence disorder
F51.3 Non–rapid eye movement sleep arousal disorders, Sleepwalking type
F51.4 Non–rapid eye movement sleep arousal disorders,  Sleep terror type
F51.5 Nightmare disorder
F52.0 Male hypoactive se xual desire disorder
F52.21 Erectile disorder
F52.22 Female sexual in terest/arous al disorder
F52.31 Female orgasmic disorder
F52.32 Delayed ejaculation
F52.4 Premature (early) ejaculation
F52.6 Genito-pelvic pain /penetration disorder
F52.8 Other specified sexual dysfunction
F52.9 Unspecified sexual dysfunction
F54 Psychological factors affe cting other medical conditions
F60.0 Paranoid personality disorder
F60.1 Schizoid personality disorder
F60.2 Antisocial personality disorder
F60.3 Borderline personality disorder
F60.4 Histrionic personality disorder
F60.5 Obsessive-compulsiv e personality disorder
F60.6 Avoidant personality disorder
F60.7 Dependent personality disorder
F60.81 Narcissistic personality disorder
F60.89 Other specified personality disorder
F60.9 Unspecified pe rsonality disorder
F63.0 Gambling disorder
F63.1 Pyromania
F63.2 Kleptomania 
F63.3 Trichotillomania (hair-pulling disorder)
F63.81 Intermittent explosive disorder 
F64.1 Gender dysphoria in  adolescents and adults
F64.2 Gender dysphoria in children
F64.8 Other specified gender dysphoria
F64.9 Unspecified gender dysphoria
F65.0 Fetishistic disorder
F65.1 Transvestic disorder
F65.2 Exhibitionistic disorder
F65.3 Voyeuristic disorder
F65.4 Pedophilic disorder
F65.51 Sexual ma sochism disorder
F65.52 Sexual sadism disorderICD-10-CM Disorder, co ndition, or problem",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,935
"Numerical Listing of DSM-5 Diagnoses and Codes (ICD-10-CM) 891
F65.81 Frotteuristic disorder
F65.89 Other specified paraphilic disorder
F65.9 Unspecified pa raphilic disorder
F68.10 Factitious disorder
F70 Intellectual disability (intellectual developmental disorder), Mild
F71 Intellectual disability (intellectual developmental disorder), Moderate
F72 Intellectual disability (intellectual developmental disorder), Severe
F73 Intellectual disability (intellectual developmental disorder), Profound
F79 Unspecified intellectual disability (intellectual developmental disorder)
F80.0 Speech sound disorder
F80.2 Language disorder
F80.81 Childhood-onset flue ncy disorder (stuttering)
F80.89 Social (pragmatic ) communication disorder
F80.9 Unspecified communication disorder
F81.0 Specific learning disorder , With impairment in reading
F81.2 Specific learning disorder, With impairment in mathematics
F81.81 Specific learning disorder, With impairment in written expression
F82 Developmental coordination disorder 
F84.0 Autism spectrum disorder
F88 Global developmental delay
F88 Other specified neurodevelopmental disorder
F89 Unspecified neurod evelopmental disorder
F90.0 Attention-deficit/hyperactivity disord er, Predominantly inattentive presentation
F90.1 Attention-deficit/hyperactivity disorder, Predominantly hyperactive/
impulsive presentation
F90.2 Attention-deficit/hyperactivity  disorder, Combined presentation
F90.8 Other specified attention- deficit/hyperactivity disorder
F90.9 Unspecified attention-de ficit/hyperactivity disorder
F91.1 Conduct disorder, Childhood-onset type
F91.2 Conduct disorder, Adolescent-onset type
F91.3 Oppositional defiant disorder
F91.8 Other specified disruptive, impulse-control, and conduct disorder
F91.9 Conduct disorder, Unspecified onset
F91.9 Unspecified disruptive, impulse-control, and conduct disorder
F93.0 Separation anxiety disorder 
F94.0 Selective mutism
F94.1 Reactive attachment disorder
F94.2 Disinhibited social  engagement disorder
F95.0 Provisional tic disorder 
F95.1 Persistent (chronic) motor or vocal tic disorder
F95.2 Tourette’s disorder 
F95.8 Other specified tic disorder
F95.9 Unspecified tic disorder
F98.0 Enuresis
F98.1 Encopresis
F98.21 Rumination disorderICD-10-CM Disorder, co ndition, or problem",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,936
"892 Numerical Listing of DSM-5 Diagnoses and Codes (ICD-10-CM)
F98.3 Pica, in children
F98.4 Stereotypic movement disorder
F98.5 Adult-onset fluency disorder
F99 Other specified mental disorder
F99 Unspecified mental disorder
G21.0 Neuroleptic malignant syndrome
G21.11 Neuroleptic-induced parkinsonism
G21.19 Other medication -induced parkinsonism
G24.01 Tardive dyskinesia
G24.02 Medication-ind uced acute dystonia
G24.09 Tardive dystonia
G25.1 Medication-induced postural tremor
G25.71 Medication-induc ed acute akathisia
G25.71 Tardiv e akathisia
G25.79 Other medication-induced movement disorder
G25.81 Restless legs syndrome
G31.84 Mild frontotemporal neurocognitive disorder
G31.84 Mild neurocogni tive disorder due to Alzheimer’s disease
G31.84 Mild neurocogniti ve disorder due to another medical condition
G31.84 Mild neurocognitive di sorder due to HIV infection
G31.84 Mild neurocogni tive disorder due to Huntington’s disease
G31.84 Mild neurocognitive disorder with Lewy bodies
G31.84 Mild neurocognitive disorder due to multiple etiologies
G31.84 Mild neurocogni tive disorder due to Parkinson’s disease
G31.84 Mild neurocognitive di sorder due to prion disease
G31.84 Mild neurocognitive disord er due to traumatic brain injury
G31.84 Mild vascular ne urocognitive disorder
G31.9 Major neurocognitive disorder possibly due to Parkinson’s disease
G31.9 Possible major frontotemp oral neurocognitive disorder
G31.9 Possible major neurocognitive disorder due to Alzheimer’s disease
G31.9 Possible major neurocogniti ve disorder wi th Lewy bodies
G31.9 Possible major vascular  neurocogniti ve disorder
G47.00 Unspecified insomnia disorder
G47.09 Other specified insomnia disorder
G47.10 Unspecified hypersomnolence disorder
G47.19 Other specified hypersomnolence disorder
G47.20 Circadian rhythm sleep-wak e disorders, Unspecified type
G47.21 Circadian rhythm sleep-wake di sorders, Delayed sleep phase type
G47.22 Circadian rhythm sleep-wake di sorders, Advanced sleep phase type
G47.23 Circadian rhythm sleep-wake di sorders, Irregula r sleep-wake type
G47.24 Circadian rhythm sleep-wake di sorders, Non-24-hour sleep-wake type
G47.26 Circadian rhythm sleep-wak e disorders, Shift work type
G47.31 Central sleep apnea, Id iopathic central sleep apneaICD-10-CM Disorder, co ndition, or problem",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,937
"Numerical Listing of DSM-5 Diagnoses and Codes (ICD-10-CM) 893
G47.33 Obstructive sleep apnea hypopnea
G47.34 Sleep-related hypoventilation, Idiopathic hypoventilation
G47.35 Sleep-related hypoventilation, Cong enital central alveolar hypoventilation
G47.36 Sleep-related hypoventilation, Comorbid sleep-related hypoventilation
G47.37 Central sleep apnea comorbid with opioid use
G47.411 Narcolepsy with cataplexy but without hypocretin deficiency
G47.419 Autosomal dominant cerebellar  ataxia, deafness, and narcolepsy
G47.419 Autosomal dominant narcolep sy, obesity, and type 2 diabetes
G47.419 Narcolepsy without cataple xy but with hypocretin deficiency
G47.429 Narcolepsy secondary to another medical condition
G47.52 Rapid eye movement sleep behavior disorder
G47.8 Other specified sleep-wake disorder
G47.9 Unspecified sleep-wake disorder
L98.1  Excoriation (skin-picking) disorder
N39.498 Other specified elimination disorder, With urinary symptoms
N94.3 Premenstrual dysphoric disorder 
R06.3 Central sleep apnea, Cheyne-Stokes breathing
R15.9 Other specified elimination disorder, With fecal symptoms
R15.9 Unspecified elimination disorder, With fecal symptoms
R32 Unspecified elimination disorder, With urinary symptoms
R41.0 Other specified delirium
R41.0 Unspecified delirium
R41.83 Borderline intellectual functioning
R41.9 Unspecified neur ocognitive disorder
T43.205A Antidepressant discontinuation syndrome, Initial encounter
T43.205D Antidepressant discontinuation syndrome, Subsequent encounter
T43.205S Antidepressant discont inuation syndrome, Sequelae
T50.905A Other adverse effect of medication, Initial encounter
T50.905D Other adverse effect of medication, Subsequent encounter
T50.905S Other adverse effect of medication, Sequelae
T74.01XA Spouse or partner neglect, Confirmed, Initial encounter
T74.01XD Spouse or partner neglect,  Confirmed, Subsequent encounter
T74.02XA Child neglect, Confirmed, Initial encounter
T74.02XD Child neglect, Confirmed, Subsequent encounter
T74.11XA Adult physical abuse by nonspouse or  nonpartner, Confirme d, Initial encounter
T74.11XA Spouse or partner violence, Physical, Confirmed, Initial encounter
T74.11XD Adult physical abus e by nonspouse or nonpartn er, Confirmed, Subsequent 
encounter
T74.11XD Spouse or partner violence, Phys ical, Confirmed, Subsequent encounter
T74.12XA Child physical abuse, Confirmed, Initial encounter
T74.12XD Child physical abuse, Confirmed, Subsequent encounter
T74.21XA Adult sexual abuse by nonspouse or  nonpartner, Confirmed, Initial encounter
T74.21XA Spouse or partner violence, Sexual, Confirmed, Initial encounter
T74.21XD Adult sexual abuse by nonspouse or nonpartner, Confirmed, Subsequent 
encounterICD-10-CM Disorder, co ndition, or problem",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,938
"894 Numerical Listing of DSM-5 Diagnoses and Codes (ICD-10-CM)
T74.21XD Spouse or partner violence, Se xual, Confirmed, Subsequent encounter
T74.22XA Child sexual abuse, Confirmed, Initial encounter
T74.22XD Child sexual abuse, Confirmed, Subsequent encounter
T74.31XA Adult psychological abuse by nonspouse or nonpartner, Confirmed, Initial 
encounter
T74.31XA Spouse or partner abuse, Psycho logical, Confirmed, Initial encounter
T74.31XD Adult psychological abuse by nonspouse or nonpartner, Confirmed, 
Subsequent encounter
T74.31XD Spouse or partner abuse, Psycholo gical, Confirmed, Subsequent encounter
T74.32XA Child psychological abuse, Confirmed, Initial encounter
T74.32XD Child psychological abuse, Confirmed, Subsequent encounter
T76.01XA Spouse or partner neglec t, Suspected, Initial encounter
T76.01XD Spouse or partner neglect,  Suspected, Subsequent encounter
T76.02XA Child neglect, Suspected, Initial encounter
T76.02XD Child neglect, Suspected, Subsequent encounter
T76.11XA Adult physical abuse by nonspouse or  nonpartner, Suspected, Initial encounter
T76.11XA Spouse or partner violence, Ph ysical, Suspected, Initial encounter
T76.11XD Adult physical abus e by nonspouse or nonpartn er, Suspected, Subsequent 
encounter
T76.11XD Spouse or partner violence, Phys ical, Suspected, Subsequent encounter
T76.12XA Child physical abuse, Suspected, Initial encounter
T76.12XD Child physical abuse, Suspected, Subsequent encounter
T76.21XA Adult sexual abuse by nonspouse or  nonpartner, Suspected, Initial encounter
T76.21XA Spouse or partner violence, Sexual, Suspected, Initial encounter
T76.21XD Adult sexual abuse by nonspouse or nonpartner, Suspected, Subsequent 
encounter
T76.21XD Spouse or partner violence, Se xual, Suspected, Subsequent encounter
T76.22XA Child sexual abuse, Suspected, Initial encounter
T76.22XD Child sexual abuse, Su spected, Subsequent encounter
T76.31XA Adult psychological abuse by nonspouse or nonpartner, Suspected, Initial 
encounter
T76.31XA Spouse or partner abuse, Psychological, Suspected, Initial encounter
T76.31XD Adult psychological abuse by nonspouse or nonpartner, Suspected, 
Subsequent encounter
T76.31XD Spouse or partner abuse, Psychological, Suspected, Subsequent encounter
T76.32XA Child psychological abuse, Suspected, Initial encounter
T76.32XD Child psychological abuse, Suspected, Subsequent encounter
Z55.9 Academic or educational problem
Z56.82 Problem related to current military deployment status
Z56.9 Other problem related to employment
Z59.0 Homelessness
Z59.1 Inadequate housing
Z59.2 Discord with neighbor, lodger, or landlord
Z59.3 Problem related to living in a residential institution
Z59.4 Lack of adequate food or safe drinking water
Z59.5 Extreme povertyICD-10-CM Disorder, co ndition, or problem",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,939
"Numerical Listing of DSM-5 Diagnoses and Codes (ICD-10-CM) 895
Z59.6 Low income
Z59.7 Insufficient social insurance or welfare support
Z59.9 Unspecified housin g or economic problem
Z60.0 Phase of life problem
Z60.2 Problem related to living alone
Z60.3 Acculturation difficulty
Z60.4 Social exclusion or rejection
Z60.5 Target of (perceived) advers e discrimination or persecution
Z60.9 Unspecified problem related to social environment
Z62.29 Upbringing away from parents
Z62.810 Personal history (past histor y) of physical abuse in childhood
Z62.810 Personal history (past history) of sexual abuse in childhood
Z62.811 Personal history (past history)  of psychological abuse in childhood
Z62.812 Personal history (past history) of neglect in childhood
Z62.820 Parent-child relational problem
Z62.891 Sibling relational problem
Z62.898 Child affected by pa rental relationship distress
Z63.0 Relationship distress with  spouse or intimate partner
Z63.4 Uncomplicated bereavement
Z63.5 Disruption of family by separation or divorce
Z63.8 High expressed emotion level within family
Z64.0 Problems related to unwanted pregnancy
Z64.1 Problems related to multiparity
Z64.4 Discord with social service provider, including probation officer, case 
manager, or social services worker
Z65.0 Conviction in civil or crimin al proceedings without imprisonment
Z65.1 Imprisonment or other incarceration
Z65.2 Problems related to release from prison
Z65.3 Problems related to ot her legal circumstances
Z65.4 Victim of crime
Z65.4 Victim of terrorism or torture
Z65.5 Exposure to disaster, war, or other hostilities
Z65.8 Other problem related to psychosocial circumstances
Z65.8 Religious or spiritual problem
Z65.9 Unspecified problem related to unspecified psychosocial circumstances
Z69.010 Encounter for mental health services fo r victim of child abuse by parent
Z69.010 Encounter for mental health services for victim of child neglect by parent
Z69.010 Encounter for mental health services for victim of child psychological abuse by 
parent
Z69.010 Encounter for mental he alth services for victim of child sexual abuse by parent
Z69.011 Encounter for mental health services fo r perpetrator of parental child abuse
Z69.011 Encounter for mental health services for perpetrator  of parental child neglect
Z69.011 Encounter for mental health serv ices for perpetrator of parental child 
psychological abuse
Z69.011 Encounter for mental heal th services for perpetrator of parental child sexual abuse
Z69.020 Encounter for mental health services fo r victim of nonparental child abuseICD-10-CM Disorder, co ndition, or problem",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,940
"896 Numerical Listing of DSM-5 Diagnoses and Codes (ICD-10-CM)
Z69.020 Encounter for mental health services fo r victim of nonparental child neglect
Z69.020 Encounter for mental health services fo r victim of nonparental child psycho-
logical abuse
Z69.020 Encounter for mental he alth services for victim of nonparental child sexual abuse
Z69.021 Encounter for mental he alth services for perpetrato r of nonparental child abuse
Z69.021 Encounter for mental he alth services for perpetrator of nonparental child neglect
Z69.021 Encounter for mental health services for perpetrator of nonparental child 
psychological abuse
Z69.021 Encounter for mental health services for perpetrator of nonparental child 
sexual abuse
Z69.11 Encounter for mental health services for victim of spouse or partner neglect
Z69.11 Encounter for mental health servic es for victim of spouse or partner 
psychological abuse
Z69.11 Encounter for mental health services for victim of spouse or partner violence, 
Physical
Z69.12 Encounter for mental heal th services for perpetrator of spouse or partner neglect
Z69.12 Encounter for mental health services for perpetrator of spouse or partner 
psychological abuse
Z69.12 Encounter for mental health services for perpetrator of spouse or partner 
violence, Physical
Z69.12 Encounter for mental health services for perpetrator of spouse or partner 
violence, Sexual
Z69.81 Encounter for mental health services  for victim of nonspousal adult abuse
Z69.81 Encounter for mental health services for victim of spouse or partner violence, 
Sexual
Z69.82 Encounter for mental he alth services for perpetrator of nonspousal adult abuse
Z70.9 Sex counseling
Z71.9 Other counseling or consultation
Z72.0 Tobacco us e disorder, mild
Z72.810 Child or adolesce nt antisocial behavior
Z72.811 Adult antisocial behavior
Z72.9 Problem related to lifestyle
Z75.3 Unavailability or inaccessibility of health care facilities
Z75.4 Unavailability or inaccessib ility of other helping agencies
Z76.5 Malingering
Z91.19 Nonadherence to medical treatment
Z91.410 Personal history (past history) of  spouse or partne r violence, Physical
Z91.410 Personal history (past history) of spouse or partner violence, Sexual
Z91.411 Personal history (past history) of  spouse or partner psychological abuse
Z91.412 Personal history (past histor y) of spouse or partner neglect
Z91.49 Other personal history of psychological trauma
Z91.5 Personal history of self-harm
Z91.82 Personal history of military deployment
Z91.83 Wandering associated  with a mental disorder
Z91.89 Other personal risk factorsICD-10-CM Disorder, co ndition, or problem",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,941
"897DSM-5 Advisors and
 Other Contributors
APA Board of Trustees DSM-5 Review Committees
Scientific Review Committee (SRC)
Kenneth S. Kendler, M.D. (Chair)
Robert Freedman, M.D. (Co-chair)
Dan G. Blazer, M.D., Ph.D., M.P.H. 
David Brent, M.D. (2011–)
Ellen Leibenluft, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,942
"Robert J. Ursano, M.D. (–2011)
Myrna Weissman , Ph.D. (2011–)
Joel Yager, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,942
"Jill L. Opalesky M.S. (Administrative Support)
Clinical and Public Health Review 
Committee (CPHC)
John S. McIntyre, M.D. (Chair)
Joel Yager, M.D. (Co-chair)
Anita Everett M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,942
"Ann Miller (Administrative Support)
Oversight Committee 
Carolyn Robinowitz, M.D. (Chair)
Mary Badaracco, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,942
"APA Assembly DSM-5 Review 
Committee
Glenn A. Martin, M.D. (Chair)
R. Scott Benson, M.D. (Speaker of the 
Assembly)
William Cardasis, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,942
"DSM-5 Summit Group
Dilip V. Jeste, M.D. (Chair)
R. Scott Benson, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,942
"Joel Yager, M.D. 
Paul S. Appelbaum, M.D. (Consultant)
Michael B. First, M.D. (Consultant) 
DSM-5 Field Trials Review
Robert D. Gibbons, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,942
"898 DSM-5 Advisors and Other Contributors
Past DSM-5 APA Staff
Erin J. Dalder-Alpher
Kristin Edwards
Leah I. EngelLenna Jawdat
Elizabeth C. Martin
Rocio J. Salvador
Work Group Advisors
ADHD and Disruptive Behavior 
Disorders 
Emil F. Coccaro, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,943
"Anxiety, Obsessive-Compulsive 
Spectrum, Posttraumatic, and 
Dissociative Disorders
Lynn E. Alden, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,943
"Ronald M. Rapee, Ph.D. 
Steven A. Rasmussen, M.D. 
Patricia A. Resick, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,943
"DSM-5 Advisors and Other Contributors 899
Mort M. Silverman, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,944
"Mary V. Seeman, M.D.Sexual and Gender Identity 
Disorders
Stan E. Althof, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,944
"900 DSM-5 Advisors and Other Contributors
Theresa B. Young, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,945
"Lynn M. Wegner, M.D.Substance-Related Disorders
Raymond F. Anton, Jr., M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,945
"DSM-5 Study Group and Ot her DSM-5 Group Advisors
Lifespan Developmental 
Approaches
Christina Bryant, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,945
"Gender and Cross-Cultural Issues
Neil K. Aggarwal, M.D., M.B.A., M.A",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,945
"Sushrut S. Jadhav, M.B.B.S., M.D., Ph.D. 
Laurence J. Kirmayer, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,945
"Other Contributo rs/Consultants
ADHD and Disruptive Behavior 
Disorders 
Patrick E. Shrout, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,945
"Erik Willcutt, Ph.D. 
Anxiety, Obsessive-Compulsive 
Spectrum, Posttraumatic, and 
Dissociative Disorders 
Etzel Cardeña, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,945
"Heidi S. Resnick, Ph.D.Childhood and Adolescent 
Disorders
Grace T. Baranek, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,945
"DSM-5 Advisors and Other Contributors 901
Neurocognitive Disorders 
J. Eric Ahlskog, M.D., Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,946
"Harvey Levin, Ph.D. 
Mark Lovell, Ph.D. 
Jeffery Max, M.B.B.Ch. 
Ian McKeith, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,946
"Personality and Personality 
Disorders 
Patricia R. Cohen, Ph.D. 
Jaime L. Derringer, Ph.D. 
Lauren Helm, M.D. 
Christopher J. Patrick, Ph.D. 
Anthony Pinto, Ph.D. 
Psychotic Disorders 
Scott W. Woods, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,946
"Sexual and Gender Identity 
Disorders 
Alan J. Riley, M.Sc. 
Ray C. Rosen, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,946
"Sleep-Wake Disorders 
Jack D. Edinger, Ph.D. 
David Gozal, M.D. 
Hochang B. Lee, M.D. 
Tore A. Nielsen, Ph.D. 
Michael J. Sateia, M.D. 
Jamie M. Zeitzer, Ph.D. 
Somatic Symptom Disorders 
Chuck V. Ford, M.D. 
Patricia I. Rosebush, M.Sc.N., M.D. Substance-Related Disorders 
Sally M. Anderson, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,946
"Tulshi D. Saha, Ph.D. 
Wim van den Brink, M.D., Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,946
"George E. Woody, M.D. 
Diagnostic Spectra and DSM/ICD 
Harmonization 
Bruce Cuthbert, Ph.D. 
Lifespan Developmental 
Approaches 
Aartjan Beekman Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,946
"David Sultzer, M.D. 
Ellen Whyte, M.D. 
Gender and Cross-Cultural Issues 
Sergio Aguilar-Gaxiola, M.D., Ph.D. 
Kavoos G. Bassiri, M.S",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,946
"Smita N. Deshpande, M.D., D.P.M. 
Ravi DeSilva, M.D. 
Esperanza Diaz, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,946
"Katie Thompson, M.A. 
Hendry Ton, M.D., M.Sc. 
Rob C.J. van Dijk, M.Sc. 
William A. Vega, Ph.D. 
Johann M. Vega-Dienstmaier, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,946
"902 DSM-5 Advisors and Other Contributors
Psychiatric/General Medical 
Interface
Daniel J. Balog, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,947
"Impairment and Disability 
Cille Kennedy, Ph.D. 
Diagnostic Assessment 
Instruments
Paul J. Pikonis, Ph.D. Other Conditions That May Be 
a Focus of Clinical Attention
William E. Narrow, M.D., M.P.H., Chair
Roger Peele, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,947
"Prudence W. Fisher, Ph.D., Advisor
Stanley N. Caroff, M.D., Contributor/Consultant
James B. Lohr, M.D., Contributor/Consultant
Marianne Wambolt, Ph.D., Contributor/Consultant
DSM-5 Research Group
Allan Donner, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,947
"DSM-5 Field Trials in Academic Clinical Centers—
Adult Samples
David Geffen School of Medicine, Univ ersity of California, Los Angeles
Investigator
Helen Lavretsky, M.D., Principal Investigator
Referring and Interviewing 
Clinicians
Jessica Brommelhoff, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,948
"Research Coordinators
Natalie St. Cyr, M.A., Lead Research 
Coordinator
Nora Nazarian, B.A",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,948
"Centre for Addiction and Mental Health, Toronto, Ontario, Canada
Investigators
Bruce G. Pollock, M.D., Ph.D., Lead Principal 
Investigator
R. Michael Bagby, Ph.D., Principal Investigator
Kwame J. McKenzie, M.D., Principal 
Investigator
Tony P. George, M.D., Co-investigator
Lena C. Quilty, Ph.D., Co-investigator
Peter Voore, M.D., Co-investigator
Referring and Interviewing Clinicians
Donna E. Akman, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,948
"Research Coordinators
Gloria I. Leo, M.A., Lead Research Coordinator
Anissa D. Bachan, B.A",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,949
"Other Research Staff
Susan E. Dickens, M.A., Clinical Research 
Manager
Sandy Richards, B.Sc.N., Schizophrenia 
Research Manager
Dallas VA Medical Center, Dallas, Texas
Investigators
Carol S. North, M.D., M.P.E., Principal 
Investigator
Alina Suris, Ph.D., A.B.P.P., Principal 
Investigator
Referring and Interviewing Clinicians
Barry Ardolf, Psy.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,949
"Research Coordinators
Jeannie B. Whitman, Ph.D., Lead Research 
Coordinator
Sunday Adewuyi, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,949
"School of Medicine, The University of Texas San Antonio, 
San Antonio, Texas
Investigator
Mauricio Tohen, M.D., Dr.P.H., M.B.A., 
Principal Investigator 
Referring and Interviewing Clinicians
Suman Baddam, Psy.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,949
"DSM-5 Advisors and Other Contributors 905
Natalie Maples-Aguilar, M.A., L.P.A",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,950
"Research Coordinators
Melissa Hernandez, B.A., Lead Research 
Coordinator
Fermin Alejandro Carrizales, B.A",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,950
"Patrick M. Smith, B.A. 
Nicole B. Watson, M.A. 
Michael E. DeBakey VA Medical Center and the Menninger Clinic, 
Houston, Texas (Joint Study Site)
Michael E. DeBakey VA Medical Center
Investigator
Laura Marsh, M.D., Principal Investigator
Referring and Interviewing Clinicians
Shalini Aggarwal, M.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,950
"Jocelyn Ulanday, M.D., M.P.H. 
Research Coordinators
Sarah Neely Torres, B.S., Lead Research 
Coordinator
Kathleen Grout, M.A",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,950
"Volunteer Research Assistants
Catherine Clark
Linh Hoang
Menninger Clinic 
Investigator
Efrain Bleiberg, M.D., Principal Investigator
Referring and Interviewing Clinicians
Jennifer Baumgardner, Ph.D.  
Elizabeth Dodd Conaway, L.C.S.W., B.C.D. 
Warren Christianson, D.O.  
Wesley Clayton, L.M.S.W. 
J. Christopher Fowler, Ph.D. 
Michael Groat, Ph.D. 
Edythe Harvey, M.D. 
Denise Kagan, Ph.D. 
Hans Meyer, L.C.S.W. Segundo Robert-Ibarra, M.D. 
Sandhya Trivedi, M.D. 
Rebecca Wagner, Ph.D. 
Harrell Woodson, Ph.D",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,950
"Research Coordinators
Steve Herrera, B.S., M.T., Lead Research 
Coordinator
Allison Kalpakci, B.A.",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,950
